iter	Logloss
193	0.3429824197
194	0.3428339876
195	0.3426939162
196	0.3424746727
197	0.3421725831
198	0.341793434
199	0.3414831758
200	0.341307894
201	0.3411620221
202	0.3409990473
203	0.3408737304
204	0.3407581953
205	0.3406060323
206	0.3403516492
207	0.3400537038
208	0.3397572989
209	0.3396239389
210	0.3394128931
211	0.3391616834
212	0.3389167202
213	0.3388114927
214	0.3386573409
215	0.3385056755
216	0.3383587769
217	0.3382338176
218	0.3380473128
219	0.3379352945
220	0.3377306249
221	0.3376108465
222	0.3374632999
223	0.3372683382
224	0.337135869
225	0.3369664086
226	0.336877317
227	0.336741042
228	0.3365075886
229	0.336250785
230	0.3361472921
231	0.3360486679
232	0.3358770743
233	0.3357588091
234	0.3356173816
235	0.3354471121
236	0.3353356619
237	0.335213621
238	0.3349387298
239	0.3346653121
240	0.3343554243
241	0.3342245115
242	0.3340692696
243	0.3338737644
244	0.3337543501
245	0.3335728496
246	0.3334397755
247	0.3332395427
248	0.3330773626
249	0.3328486158
250	0.33275202
251	0.33259952
252	0.3324717864
253	0.3323448842
254	0.3320722361
255	0.3319605311
256	0.3317576905
257	0.3316209642
258	0.3314626075
259	0.3313234921
260	0.3312009558
261	0.3311018691
262	0.3309427329
263	0.330806763
264	0.3306374736
265	0.330537686
266	0.3304229028
267	0.3302714027
268	0.3301523586
269	0.3300079822
270	0.3296029925
271	0.3294610895
272	0.3292122268
273	0.3289922135
274	0.3288370206
275	0.3287387545
276	0.3286135967
277	0.3283780247
278	0.3282329628
279	0.327965663
280	0.3278330903
281	0.3277272921
282	0.3276160197
283	0.3274808901
284	0.327358059
285	0.3272619725
286	0.3270158471
287	0.3269285558
288	0.3267913611
289	0.3266140728
290	0.3263408402
291	0.3262105515
292	0.3260999179
293	0.325942421
294	0.3258240631
295	0.3257149684
296	0.3255906652
297	0.3253419893
298	0.3252245868
299	0.3250757816
300	0.3248512516
301	0.3247224507
302	0.3245756415
303	0.3244484666
304	0.3243273535
305	0.3241679206
306	0.3240277864
307	0.3239067438
308	0.3237545667
309	0.3236396573
310	0.3235009366
311	0.323401813
312	0.3232644831
313	0.3231493784
314	0.3230397274
315	0.3229476948
316	0.3228388221
317	0.3226963822
318	0.3225924929
319	0.3224675686
320	0.3223826203
321	0.3222621616
322	0.3220920848
323	0.3219330716
324	0.321809348
325	0.3217058267
326	0.3215170293
327	0.3214061256
328	0.3212920349
329	0.3211714482
330	0.3208326258
331	0.3206656666
332	0.320515719
333	0.3204001682
334	0.3202874658
335	0.3200891465
336	0.3199892842
337	0.3199030288
338	0.319797201
339	0.3196108408
340	0.3194985495
341	0.3193988072
342	0.3192062176
343	0.3191043957
344	0.3190137683
345	0.3189156187
346	0.3187844175
347	0.3186970434
348	0.3185589926
349	0.3184578301
350	0.3183561815
351	0.3182431647
352	0.3180625615
353	0.3179631699
354	0.3178654436
355	0.3177477581
356	0.3176335463
357	0.3175270082
358	0.3173212467
359	0.3172349031
360	0.3171436485
361	0.3169939546
362	0.3167970933
363	0.3166773917
364	0.3165866382
365	0.3164621029
366	0.3163838082
367	0.3162356717
368	0.3160717043
369	0.3158991008
370	0.3157714414
371	0.3156675268
372	0.3155464234
373	0.3154517981
374	0.3153527951
375	0.3152572235
376	0.315154641
377	0.3150650081
378	0.3149694751
379	0.3148582745
380	0.3147434372
381	0.3145563265
382	0.3144661039
383	0.3143670003
384	0.314163446
385	0.314040309
386	0.3139650496
387	0.3138462442
388	0.3136576404
389	0.3135447125
390	0.3134613294
391	0.3133334364
392	0.3132275898
393	0.3131221972
394	0.3130337205
395	0.3129250729
396	0.312840778
397	0.3126542132
398	0.3125654495
399	0.3124146949
400	0.3122551456
401	0.3121191456
402	0.3120119444
403	0.3118417465
404	0.3117238786
405	0.3116423116
406	0.3114758987
407	0.3113795549
408	0.3112922245
409	0.3111777971
410	0.3110330156
411	0.3109452434
412	0.3108550625
413	0.3107411999
414	0.310635151
415	0.3104967235
416	0.3104040601
417	0.3102441075
418	0.3101440136
419	0.3100421295
420	0.3099438155
421	0.3098316451
422	0.3096882783
423	0.3095932408
424	0.3094798483
425	0.3093153615
426	0.3092078494
427	0.3090115548
428	0.3089311253
429	0.3088428336
430	0.3087153293
431	0.3086375754
432	0.3085464696
433	0.3084369287
434	0.3083232982
435	0.3081747862
436	0.3081123344
437	0.3080133221
438	0.3079489235
439	0.3078581307
440	0.30773576
441	0.3076514306
442	0.3075147056
443	0.3074229755
444	0.3073418576
445	0.3072638787
446	0.3071830121
447	0.3070776265
448	0.3069983963
449	0.3069161935
450	0.3068038018
451	0.3066250608
452	0.3065165213
453	0.3063908764
454	0.3063170412
455	0.3061946783
456	0.3060788431
457	0.305978479
458	0.3059052587
459	0.3058368401
460	0.3057268872
461	0.3056220218
462	0.3055374787
463	0.3054208209
464	0.3053055859
465	0.3052229345
466	0.3051448011
467	0.3049978208
468	0.3048916607
469	0.304809408
470	0.3046698124
471	0.3045904712
472	0.3045014653
473	0.3044076711
474	0.3043109584
475	0.3042484692
476	0.3041723126
477	0.3040857623
478	0.3039721594
479	0.3038853575
480	0.3037652778
481	0.3036944587
482	0.303591591
483	0.3035036323
484	0.3033223415
485	0.3032228191
486	0.3031546718
487	0.3030728793
488	0.3029316392
489	0.302845449
490	0.3027377681
491	0.3026026026
492	0.3025039044
493	0.3023536989
494	0.3022498229
495	0.3021769152
496	0.3020655558
497	0.3052829044
498	0.3052162838
499	0.3050978375
500	0.3016909493
501	0.3015954542502	0.3048669459
5503	0.3014334909504	0.3046530239
505	0.3012538765
506	0.30447997185507	0.3043714601508	0.3009742965
509	0.3008548301
510	0.300760326
511	0.3006387003
51512	0.30389520451513	0.3038141185
514	0.30366701951515	0.3035504951
516	0.303423833517	0.3000577149
518	0.2999735957
519	0.2998790365
520	0.2998164786
521	0.2997159396
522	0.2996121576
523	0.2995496952
524	0.2994584241
525	0.2993604375
526	0.2992684405
527	0.2991660785
528	0.2990997404
529	0.2989977332
530	0.2988718287
531	0.2987610901
532	0.2986666944
533	0.2985863987
534	0.2984688623
535	0.298365909
536	0.2982466994
537	0.2981578627
5538	0.30139078055539	0.3013113382540	0.2977723156
541	0.2976749602
542	0.2975755915
543	0.29750617195544	0.297395696
545	0.297300184
5546	0.3006834176
547	0.30061128265548	0.30053165345549	0.3004546574550	0.2969182878
5551	0.3002768261
552	0.3001313008
553	0.3000365745
554	0.2999178101
555	0.29983447235556	0.29970488655557	0.29962403558558	0.29953365559559	0.2994517756560	0.29938681561561	0.2993231217
562	0.29917317563563	0.2990871131
564	0.29900069565	0.295566893
56566	0.29875719656567	0.29866758856568	0.29859329456569	0.298497162570	0.2951443694
57571	0.2983261508
572	0.2982041811
573	0.2981021265
574	0.2979807125
575	0.2978831327
576	0.2977981555
577	0.2977375943
578	0.2976571641
579	0.29757654
580	0.2974998941
581	0.2974056595
582	0.2973202151
583	0.2972491249
584	0.2971742857
585	0.29708362
586	0.2970021294
587	0.2969119337
588	0.2968284564
589	0.2967314811
590	0.2966191002
591	0.2965016332
592	0.2964078491
593	0.2962972625
594	0.2961550537
595	0.2960651539
596	0.295974745
597	0.2958949568
598	0.2958227413
599	0.2957398237
600	0.2956175879
601	0.2955354373
602	0.295453887
603	0.2953656446
604	0.2952684108
605	0.2951494191
606	0.295083728
60607	0.2920697204
608	0.2920181685
609	0.2919251851
610	0.2918233412
611	0.2917331174
612	0.2916582016
613	0.2915800794
614	0.2914974163
615	0.2914162531
616	0.2913162588
617	0.2912474183
618	0.2911744904
619	0.2911081898
620	0.2910405777
621	0.2909506366
622	0.2908758033
623	0.2908121806
624	0.29073842
625	0.2906483727
626	0.2905681033
627	0.2904791325
628	0.2903640318
629	0.2902844586
630	0.2901777545
631	0.29012814
632	0.2900596698
633	0.2899836379
634	0.2898946052
635	0.2898288656
636	0.289720158
637	0.2896611478
638	0.2895872289
639	0.2895005004
640	0.2894094821
641	0.2893228927
642	0.2892408783
643	0.2891327482
644	0.2890710638
645	0.288991636
646	0.2889171864
647	0.2888419327
648	0.2887720748
649	0.2886900092
650	0.2885731032
651	0.2885342635
652	0.2884477238
653	0.2883789967
654	0.2883044121
655	0.2882111986
656	0.2881572859
657	0.2880766501
658	0.2880123645
659	0.2879181831
660	0.287835479
661	0.2877639636
662	0.2876864848
663	0.2875948491
664	0.2874754564
665	0.287416704
666	0.2873506667
667	0.287275368
668	0.2872065197
669	0.2871261358
670	0.2870432251
671	0.2869853605
672	0.2869089307
673	0.2868429724
674	0.2867877505
675	0.2867018033
676	0.2865957358
677	0.2865187065
678	0.2864524189
679	0.2863775337
680	0.2863035386
681	0.2862083901
682	0.2861379085
683	0.2860660615
684	0.2859553918
685	0.2858673178
686	0.2857928001
687	0.285726867
688	0.2856178669
689	0.2855283119
690	0.285463464
691	0.2854060126
692	0.2853227347
693	0.2852364288
694	0.2851320933
695	0.2850724104
696	0.2850138321
697	0.2849439059
698	0.2848549445
699	0.284808772
700	0.2847668059
701	0.2847006404
702	0.2846012493
703	0.2844772057
704	0.284397923
705	0.2843255953
706	0.2842571673
707	0.284177497
708	0.2840919476
709	0.2840091967
710	0.2839425568
711	0.2838680607
712	0.2837995858
713	0.2837136366
714	0.2836318492
715	0.2835558904
716	0.2834729467
717	0.2834188997
718	0.2833449478
719	0.2832856946
720	0.2831894831
721	0.283149098
722	0.2830625397
723	0.2829676887
724	0.2829109515
725	0.2828247791
726	0.2827412542
727	0.2826576878
728	0.2825923851
729	0.2825197727
730	0.2824296227
731	0.2823594187
732	0.2822736283
733	0.2822171855
734	0.2821481217
735	0.2820888445
736	0.2819995541
737	0.281928482
738	0.2818562181
739	0.2817853368
740	0.2816956526
741	0.2816099817
742	0.2815306603
743	0.2814389463
744	0.2813461093
745	0.2811822196
746	0.2810905064
747	0.2810102234
748	0.2809470041
749	0.2808414295
750	0.2807495029
751	0.2806952266
752	0.2806392868
753	0.2805825168
754	0.2805224079
755	0.2804464134
756	0.2803742367
757	0.2802904217
758	0.2802200777
759	0.2801354598
760	0.2800493455
761	0.2799943701
762	0.2798999101
763	0.2798279386
764	0.2797515653
765	0.2796704814
766	0.2796094701
767	0.2795484335
768	0.2794817883
769	0.2794220733
770	0.2793760036
771	0.2792752647
772	0.2792004376
773	0.279109805
774	0.2790301699
775	0.278972033
776	0.2789285234
777	0.2788644983
778	0.2787988692
779	0.2787335073
780	0.2786675933
781	0.27860593
782	0.2785534667
783	0.2785036749
784	0.2784297134
785	0.278364478
786	0.2782865503
787	0.2782220885
788	0.278149421
789	0.2780794965
790	0.2779906957
791	0.2779195001
792	0.2778263375
793	0.277763817
794	0.2777010667
795	0.277623052
796	0.2775318368
797	0.2774922565
798	0.2774338703
799	0.2773807429
800	0.2773258802
801	0.2772391769
802	0.277156742
803	0.27711673
804	0.277058923
805	0.2769855614
806	0.2769231139
807	0.2768712655
808	0.276779236
809	0.2766905789
810	0.2766142414
811	0.2765450745
812	0.2764792216
813	0.2763961351
814	0.2763099848
815	0.2762464451
816	0.2761778598
817	0.2760929457
818	0.2760214717
819	0.2759325819
820	0.275876749
821	0.2757963524
822	0.2757351844
823	0.2756359437
824	0.2755950907
825	0.2755141129
826	0.2754372073
827	0.2753697588
828	0.2753008804
829	0.2752509003
830	0.2751783444
831	0.2751226243
832	0.2750137185
833	0.2749385867
834	0.2748716083
835	0.2747721394
836	0.2746834324
837	0.2745983005
838	0.2745137844
839	0.2744343613
840	0.2743704515
841	0.2742734401
842	0.274172497
843	0.2741067013
844	0.2740300174
845	0.2739642257
846	0.2738953097
847	0.273833143
848	0.273737934
849	0.2736677718
850	0.2735863789
851	0.2735143756
852	0.2734423687
853	0.273373248
854	0.2733111157
855	0.2732616151
856	0.2731881435
857	0.2730871829
858	0.2730110964
859	0.2729266921
860	0.2728267796
861	0.2727493396
862	0.2726941633
863	0.2726273776
864	0.2725768329
865	0.2725204696
866	0.2724715787
867	0.2724193886
868	0.2723647699
869	0.272304336
870	0.2721997558
871	0.2721418617
872	0.272038559
873	0.2719841153
874	0.2719029596
875	0.2718310377
876	0.2717801973
877	0.2717088937
878	0.2716280689
879	0.2715509874
880	0.2714714711
881	0.2713773221
882	0.2713275554
883	0.2712744432
884	0.2712206104
885	0.2711657559
886	0.2710810924
887	0.2709893022
888	0.2709114097
889	0.2708461244
890	0.2707800861
891	0.2707306805
892	0.2706626145
893	0.2706021525
894	0.2705458545
895	0.2704830779
896	0.2704053035
897	0.2703695091
898	0.2703133255
899	0.2702428895
900	0.2701866632
901	0.2701066825
902	0.2700569878
903	0.2699835247
904	0.2699190356
905	0.26982794
906	0.2697493382
907	0.2696622025
908	0.2695995145
909	0.2695552221
910	0.2694783642
911	0.2694050274
912	0.2693516989
913	0.2692801153
914	0.269203658
915	0.2691346685
916	0.2690493504
917	0.2689837539
918	0.2688988038
919	0.2688210771
920	0.2687722807
921	0.2687069399
922	0.2686366481
923	0.2685435913
924	0.2684746066
925	0.2684218866
926	0.2683541459
927	0.2682975488
928	0.2682448249
929	0.2681998909
930	0.2681321228
931	0.2680452103
932	0.2679685606
933	0.2678950133
934	0.2678280619
935	0.2677440362
936	0.2676834688
937	0.2676189838
938	0.2675213672
939	0.267428948
940	0.267360051
941	0.2672903993
942	0.2672062015
943	0.2671231029
944	0.2670645151
945	0.2670040099
946	0.2669543543
947	0.2668778289
948	0.2668210115
949	0.2667634996
950	0.266679443
951	0.2666240436
952	0.2665827279
953	0.2665048068
954	0.2664250295
955	0.2663692806
956	0.2662996068
957	0.2662487968
958	0.2662052998
959	0.2661445225
960	0.2660913268
961	0.2660368823
962	0.265935166
963	0.2658715289
964	0.2657971458
965	0.2657377387
966	0.265685726
967	0.2655980115
968	0.2655308292
969	0.2654467273
970	0.2654020443
971	0.2653465556
972	0.265268136
973	0.2651863358
974	0.2651266315
975	0.265070506
976	0.2649999969
977	0.264955966
978	0.2649020462
979	0.2648422222
980	0.2647778807
981	0.2646824051
982	0.2646196349
983	0.2645457662
984	0.2644813731
985	0.2643938544
986	0.2642938723
987	0.2642369825
988	0.2641716399
989	0.2640771874
990	0.263983746
991	0.2639137601
992	0.2638236267
993	0.2637659328
994	0.2637059252
995	0.2636338922
996	0.2635785468
997	0.2635098726
998	0.2634460928
999	0.2633827121
.2651254781
275506
