iter	Logloss
397	0.4634176602
398	0.4632849586
399	0.463165753
400	0.4630117577
401	0.462868546
402	0.4627292817
403	0.4625684705
404	0.4624288043
405	0.4623167471
406	0.4621382327
407	0.4620265307
408	0.4619339621
409	0.4617465981
410	0.4615986444
411	0.4614480573
412	0.461352217
413	0.4612009789
414	0.4610910601
415	0.460913875
416	0.4607727144
417	0.4606626883
418	0.4605258122
419	0.4603973203
420	0.4602796582
421	0.4601419907
422	0.4599547704
423	0.4597896725
424	0.4596367256
425	0.4594222675
426	0.4592819502
427	0.4591430889
428	0.4590012083
429	0.4589256756
430	0.4587906277
431	0.4586406308
432	0.4585067877
433	0.4584060464
434	0.4582330195
435	0.458075263
436	0.4579557815
437	0.4577720775
438	0.4576560101
439	0.4574866667
440	0.457376872
441	0.4572860022
442	0.457222227
443	0.457078307
444	0.456884746
445	0.4567692679
446	0.4566187944
447	0.4564808818
448	0.4563541764
449	0.4562324555
450	0.456129047
451	0.4559742878
452	0.4558359829
453	0.4556841426
454	0.4555627955
455	0.4554006829
456	0.4552759802
457	0.4551531103
458	0.4550874031
459	0.4549656696
460	0.4548161507
461	0.4546378429
462	0.4544508524
463	0.4543412712
464	0.4542228138
465	0.4540933406
466	0.4539763394
467	0.453887022
468	0.4537634002
469	0.4536444072
470	0.4535117007
471	0.4533465648
472	0.453253378
473	0.4531474023
474	0.4530109769
475	0.4528943026
476	0.4527388312
477	0.4526252029
478	0.4525011009
479	0.4523799375
480	0.4522187954
481	0.4520775918
482	0.4519689439
483	0.4518181459
484	0.4517054138
485	0.451542565
486	0.4513872453
487	0.4512827072
488	0.451186661
489	0.4510455641
490	0.4509186975
491	0.4507877873
492	0.4506116957
493	0.4504873272
494	0.4504034151
495	0.4503158366
496	0.4501965892
497	0.4501015381
498	0.4499960854
499	0.4498298341
500	0.4496412769
501	0.4495056981
502	0.4493369261
503	0.4492516541
504	0.4490798046
505	0.4490219336
506	0.448855189
507	0.4487608494
508	0.448650443
509	0.448485959
510	0.4483909672
511	0.4482880812
512	0.4481068006
513	0.4479760306
514	0.4478443448
515	0.4476996521
516	0.4475610586
517	0.4474158763
518	0.4473060403
519	0.4471710606
520	0.4470601334
521	0.4469249636
522	0.4467973801
523	0.4466359909
524	0.4465182936
525	0.4463549542
526	0.4462577263
527	0.4461783007
528	0.446056889
529	0.445845808
530	0.4456926754
531	0.4456140273
532	0.4455212138
533	0.4453067881
534	0.4452133578
535	0.4451328608
536	0.4449922031
537	0.4448880988
538	0.444771624
539	0.4446841571
540	0.4445666112
541	0.4444867993
542	0.4443323618
543	0.4442331742
544	0.4441323113
545	0.4440067334
546	0.4438497527
547	0.4437351803
548	0.4436092575
549	0.4434776868
550	0.4433283043
551	0.4432091579
552	0.4431213212
553	0.4430086671
554	0.4429066131
555	0.4427751965
556	0.4426332235
557	0.442514279
558	0.4423911404
559	0.4421960994
560	0.4420978568
561	0.4419347196
562	0.44176774
563	0.441638752
564	0.4415513076
565	0.4414251581
566	0.4412760885
567	0.4411335434
568	0.4409651832
569	0.440846142
570	0.4406838641
571	0.4405288662
572	0.440413634
573	0.4403008614
574	0.4402337717
575	0.440137931
576	0.4400067742
577	0.4399225151
578	0.4398079974
579	0.4396769011
580	0.4395545681
581	0.4394056439
582	0.4392954002
583	0.4391700468
584	0.4390958615
585	0.4389712617
586	0.4388311989
587	0.4387739698
588	0.4386849541
589	0.4385657919
590	0.4384470089
591	0.4383214445
592	0.4381615128
593	0.4380131675
594	0.4379082853
595	0.4377659745
596	0.4376696425
597	0.4375345333
598	0.4374467452
599	0.4373182275
600	0.4371656672
601	0.4370548157
602	0.4369870005
603	0.4368600963
604	0.4366978531
605	0.4365600273
606	0.4364581724
607	0.4363497126
608	0.4362075844
609	0.4360889404
610	0.435957367
611	0.4358671444
612	0.4357621789
613	0.4356451145
614	0.4355321947
615	0.4353805116
616	0.4352242939
617	0.4350813808
618	0.4349433943
619	0.434736485
620	0.4345723673
621	0.4344936749
622	0.4343835185
623	0.4342753128
624	0.4341669854
625	0.4340702192
626	0.4339372531
627	0.4338190455
628	0.4337020229
629	0.4334935668
630	0.4333875968
631	0.4332415187
632	0.4330940082
633	0.4329870917
634	0.4328709977
635	0.4327615721
636	0.4326653993
637	0.4325727458
638	0.4325028976
639	0.4324154966
640	0.4323296471
641	0.4321705491
642	0.4320390427
643	0.4319798299
644	0.4318387796
645	0.4316409966
646	0.4315828474
647	0.4314804993
648	0.4313992262
649	0.4312950069
650	0.431152369
651	0.4309936999
652	0.4308851836
653	0.4307217773
654	0.4306192763
655	0.4305361051
656	0.4303946335
657	0.4303208451
658	0.4302355184
659	0.4301439709
660	0.4300437027
661	0.4299078376
662	0.4297729461
663	0.4296082345
664	0.4294902607
665	0.4293934307
666	0.4293471755
667	0.4291889123
668	0.4290717689
669	0.4289561263
670	0.4289175743
671	0.4287717528
672	0.4286579658
673	0.428509651
674	0.4283550281
675	0.4281863422
676	0.4280534105
677	0.42793776
678	0.4278508656
679	0.427699421
680	0.4275826878
681	0.4274716267
682	0.4273000537
683	0.4271528603
684	0.4270099275
685	0.4268843383
686	0.4267828379
687	0.4266625352
688	0.426534407
689	0.4264322866
690	0.4263220987
691	0.4262011231
692	0.42605962
693	0.42591793
694	0.4257904419
695	0.4256648065
696	0.4255304319
697	0.4253088255
698	0.4251756141
699	0.4250499069
700	0.4249153954
701	0.4247895165
702	0.4246728022
703	0.424487534
704	0.4243507941
705	0.42425114
706	0.4241210476
707	0.4240218418
708	0.4239338541
709	0.4238432662
710	0.4237103203
711	0.4235990058
712	0.4234854356
713	0.4233259165
714	0.4231462504
715	0.4230391627
716	0.4228869472
717	0.4227476303
718	0.4226257411
719	0.4224506745
720	0.4223460266
721	0.4221975862
722	0.422078778
723	0.4219690198
724	0.4218873272
725	0.4217923286
726	0.4216931775
727	0.4215737952
728	0.4215052489
729	0.4213948034
730	0.4212470901
731	0.4211039129
732	0.4209837788
733	0.4208500658
734	0.4207315613
735	0.4205699345
736	0.4204355098
737	0.4202932446
738	0.4201775622
739	0.4200137141
740	0.4198682005
741	0.4197567305
742	0.4196261469
743	0.4194357386
744	0.4192726646
745	0.4191579365
746	0.4189925388
747	0.4189085704
748	0.4187973093
749	0.4186762514
750	0.418586253
751	0.4184396659
752	0.4183414924
753	0.4182175565
754	0.4181061828
755	0.4180162613
756	0.4179185016
757	0.4178221682
758	0.4177240397
759	0.4176234651
760	0.4174960487
761	0.417404405
762	0.4172230953
763	0.4171495989
764	0.4170707853
765	0.416928101
766	0.4168455453
767	0.4166998363
768	0.4165650157
769	0.4164648284
770	0.4163207137
771	0.4162186095
772	0.416119281
773	0.4159932088
774	0.415897597
775	0.4157718007
776	0.4156749781
777	0.4155594983
778	0.4154820561
779	0.4153600905
780	0.4152615015
781	0.4151989213
782	0.4151312449
783	0.4150362476
784	0.4149577493
785	0.4148787876
786	0.4147334989
787	0.4145942554
788	0.4144259824
789	0.4143122559
790	0.4141653782
791	0.4141094846
792	0.4139780296
793	0.413831841
794	0.4137247365
795	0.4136331852
796	0.4135468166
797	0.4134686283
798	0.4133774137
799	0.4132824217
800	0.4131095889
801	0.4129527354
802	0.4128106454
803	0.4127066635
804	0.4126308348
805	0.4125236318
806	0.4124230037
807	0.4122581463
808	0.4121404191
809	0.4120674021
810	0.4119485549
811	0.4118221594
812	0.4117339703
813	0.411620728
814	0.4114797835
815	0.4113693481
816	0.4112632466
817	0.4111444025
818	0.4110125545
819	0.4109060367
820	0.4108124341
821	0.4107018594
822	0.4106078736
823	0.4104611372
824	0.4103943758
825	0.4102817089
826	0.4101015244
827	0.4100092277
828	0.4099060609
829	0.4098196009
830	0.4097046511
831	0.4095967508
832	0.409498334
833	0.4093370575
834	0.4092422752
835	0.4091837188
836	0.4090922869
837	0.4089493037
838	0.4088014816
839	0.4087109768
840	0.4085877952
841	0.4084799041
842	0.4084061643
843	0.4083462892
844	0.4081989877
845	0.4080837664
846	0.407991749
847	0.4078631466
848	0.407802945
849	0.4076945017
850	0.4075896273
851	0.4075301966
852	0.4074166562
853	0.4072848859
854	0.4072224341
855	0.4071242244
856	0.4069755602
857	0.4069034362
858	0.4068162904
859	0.4067282164
860	0.4066229258
861	0.406521995
862	0.406382826
863	0.4062757787
864	0.4062001086
865	0.4060777422
866	0.4059491102
867	0.4058108811
868	0.4056725816
869	0.4055669983
870	0.4054218078
871	0.4052951037
872	0.4051832178
873	0.4051255662
874	0.4050017823
875	0.404913276
876	0.4047732305
877	0.4046708712
878	0.4045180107
879	0.4044146482
880	0.4043322986
881	0.404186982
882	0.404040178
883	0.4038690472
884	0.4037955108
885	0.4037249751
886	0.4036259044
887	0.4035804881
888	0.4034622527
889	0.4033709829
890	0.4032610887
891	0.4031497651
892	0.4030463854
893	0.4029372835
894	0.402819916
895	0.4027332534
896	0.4026849949
897	0.4025722406
898	0.4024325859
899	0.4023091181
900	0.402174007
901	0.4021126925
902	0.4020422785
903	0.401980296
904	0.4018928242
905	0.4017519364
906	0.4016428408
907	0.4015859479
908	0.4014891106
909	0.4013639777
910	0.4012577363
911	0.4011022458
912	0.4009804411
913	0.4008785487
914	0.4007517479
915	0.4006730223
916	0.4005562174
917	0.4004589309
918	0.4003270594
919	0.4001935554
920	0.4000762798
921	0.3999833363
922	0.3999066625
923	0.3997483723
924	0.399623327
925	0.3995734629
926	0.3994718647
927	0.3993852787
928	0.3992658817
929	0.3991318319
930	0.3989624594
931	0.3988688174
932	0.3987431684
933	0.3986029321
934	0.3984791885
935	0.3983904901
936	0.398294623
937	0.3981953761
938	0.3980504421
939	0.3979269199
940	0.3977946838
941	0.3977137551
942	0.3976187465
943	0.3975129321
944	0.3974638275
945	0.3973626331
946	0.3972457723
947	0.3971577126
948	0.3970369602
949	0.3969630764
950	0.3968146163
951	0.3967261386
952	0.3966162518
953	0.3964776599
954	0.3964351035
955	0.3963515259
956	0.3962439093
957	0.3960457175
958	0.3959026341
959	0.3957624256
960	0.3956404989
961	0.3955327549
962	0.3953998683
963	0.3953123403
964	0.3952037581
965	0.3951313896
966	0.395022979
967	0.3949234211
968	0.3948258645
969	0.3947323028
970	0.3946288391
971	0.3945450307
972	0.3944354006
973	0.3943353409
974	0.3942442786
975	0.394113321
976	0.3939735198
977	0.3938758941
978	0.3937691965
979	0.3936999675
980	0.3936016481
981	0.3934998236
982	0.3933686734
983	0.3932761237
984	0.3932244712
985	0.3931221693
986	0.3929711236
987	0.3928788933
988	0.3928055708
989	0.3926786507
990	0.3925863086
991	0.3925108729
992	0.392416624
993	0.3923282674
994	0.3922399215
995	0.3921252785
996	0.392051882
997	0.391950019
998	0.3917886202
999	0.3916863951
